order_item_id,order_id,product_id,quantity,unit_price,discount_percent,discount_amount,sales_amount,cost_amount,profit_amount
1350,200558,5090,1,3210.44,11,353.04,2857.4,2240.51,616.89
1351,200559,5711,1,1306.57,20.16,263.41,1043.16,1115.93,-72.77
1352,200560,5977,3,1948.08,13.2,771.36,5072.88,4947.18,125.7
1353,200560,5669,1,901.69,16.51,148.85,752.84,768.85,-16.01
1354,200561,5085,2,1444.28,12.04,347.88,2540.68,2294.02,246.66
1355,200561,5704,4,7889.99,11.32,3571.57,27988.39,25541.68,2446.71
1356,200562,5945,1,1907.4,8.96,170.87,1736.53,1410.68,325.85
1357,200562,5132,1,492.65,14.68,72.3,420.35,321.51,98.84
1358,200563,5501,2,540.09,2.58,27.91,1052.27,633.94,418.33
1359,200563,5906,1,146.04,5.94,8.68,137.36,102.86,34.5
1360,200564,5068,2,2230.33,7.97,355.31,4105.35,3419.06,686.29
1361,200564,5456,1,7968.98,17.12,1363.9,6605.08,4772.38,1832.7
1362,200564,5757,3,3193.49,9.8,939.12,8641.35,6936.33,1705.02
1363,200564,5204,1,3185.3,21.75,692.91,2492.39,2293.53,198.86
1364,200564,5608,2,1295.7,5.87,152.12,2439.28,1766.86,672.42
1365,200565,5766,5,389.73,15.42,300.39,1648.26,1148.4,499.86
1366,200566,5587,1,855.28,16.28,139.21,716.07,742.59,-26.52
1367,200567,5619,3,1071.39,9.34,300.12,2914.05,1920.66,993.39
1368,200567,5575,1,1503.42,7.79,117.08,1386.34,953.17,433.17
1369,200568,5165,1,1082.91,2.96,32.03,1050.88,718.92,331.96
1370,200568,5585,1,1246.96,4.29,53.44,1193.52,914.12,279.4
1371,200568,5662,1,1223.87,13.06,159.88,1063.99,1065.44,-1.45
1372,200569,5898,1,4722.75,8.11,382.94,4339.81,3436.76,903.05
1373,200570,5962,1,264.75,5.3,14.03,250.72,232.87,17.85
1374,200570,5556,2,2466.98,12.2,602.06,4331.9,3975.52,356.38
1375,200571,5919,1,2332.02,14.51,338.43,1993.59,1768.13,225.46
1376,200571,5859,2,987.7,22.68,448.07,1527.33,1401.52,125.81
1377,200571,5936,1,476.02,12.18,57.97,418.05,340.18,77.87
1378,200572,5004,2,8360.47,8.77,1467.05,15253.89,10074.36,5179.53
1379,200572,5105,2,7611.16,8.07,1227.81,13994.51,10423.56,3570.95
1380,200572,5323,1,926.14,8.46,78.35,847.79,660.07,187.72
1381,200572,5762,1,401.23,10.51,42.15,359.08,237.84,121.24
1382,200573,5463,3,1138.44,10.14,346.15,3069.17,2826.24,242.93
1383,200573,5255,1,541.08,4.13,22.35,518.73,389.03,129.7
1384,200574,5260,1,296.43,13.62,40.37,256.06,259.93,-3.87
1385,200575,5752,1,650.58,3.96,25.78,624.8,502,122.8
1386,200575,5857,2,4159.85,10.33,859.54,7460.16,5057.1,2403.06
1387,200575,5385,2,4414.77,12.55,1108.52,7721.02,5418.82,2302.2
1388,200575,5250,4,2636.71,5.03,530.08,10016.76,9161.92,854.84
1389,200575,5243,1,5772.63,3.88,223.82,5548.81,4851.27,697.54
1390,200576,5821,1,432.19,6.96,30.07,402.12,372.97,29.15
1391,200576,5883,1,8606.43,12.45,1071.14,7535.29,5651.87,1883.42
1392,200576,5931,2,2128.08,12.11,515.53,3740.63,2540.16,1200.47
1393,200577,5597,1,1159.44,7.75,89.91,1069.53,862.62,206.91
1394,200577,5778,1,378.75,14.28,54.08,324.67,265.65,59.02
1395,200578,5392,3,2466.5,15.83,1171.56,6227.94,5631.87,596.07
1396,200579,5143,1,1430.68,8.06,115.25,1315.43,936.88,378.55
1397,200580,5182,1,1028.4,5.13,52.75,975.65,800.85,174.8
1398,200580,5658,1,2477.91,3.99,98.83,2379.08,1840.69,538.39
1399,200580,5066,1,510.45,22.29,113.8,396.65,307.29,89.36
1400,200581,5058,1,2065.13,10.35,213.69,1851.44,1724.82,126.62
1401,200581,5017,1,1942.83,8.43,163.87,1778.96,1494.55,284.41
1402,200581,5331,1,1199.9,4.97,59.58,1140.32,885.78,254.54
1403,200581,5623,1,696.07,13.42,93.38,602.69,584.04,18.65
1404,200582,5901,4,163.88,10.49,68.75,586.77,512.24,74.53
1405,200583,5306,5,2671.12,7.99,1067.03,12288.57,7888.4,4400.17
1406,200583,5725,1,613.51,10.88,66.72,546.79,473.74,73.05
1407,200583,5782,1,1487.28,14.34,213.34,1273.94,902.66,371.28
1408,200583,5784,1,954.76,4.14,39.52,915.24,721.61,193.63
1409,200583,5991,1,971.69,5.43,52.79,918.9,651.73,267.17
1410,200584,5429,3,297.44,14.15,126.26,766.06,770.07,-4.01
1411,200585,5914,1,4409.79,12.66,558.35,3851.44,2777.39,1074.05
1412,200586,5708,1,1183.08,4.81,56.9,1126.18,827.02,299.16
1413,200587,5424,1,7258.22,11.76,853.73,6404.49,5043.07,1361.42
1414,200587,5478,1,507.17,6.75,34.21,472.96,304.33,168.63
1415,200587,5398,2,599.37,6.77,81.11,1117.63,794.8,322.83
1416,200588,5533,2,87.19,6.14,10.7,163.68,135.7,27.98
1417,200588,5580,1,559.63,12.54,70.16,489.47,475.2,14.27
1418,200589,5356,1,1425.03,14.7,209.53,1215.5,981.67,233.83
1419,200590,5591,1,1447.19,9.32,134.88,1312.31,1254.55,57.76
1420,200590,5251,1,880.46,15.51,136.52,743.94,759.15,-15.21
1421,200591,5561,1,1667.32,2.73,45.54,1621.78,1106.29,515.49
1422,200591,5829,3,259.61,10.67,83.11,695.72,473.22,222.5
1423,200591,5885,3,1793.32,15.63,840.67,4539.29,4102.47,436.82
1424,200591,5956,1,4220.41,6.4,269.98,3950.43,3239.78,710.65
1425,200591,5390,1,503.82,3.25,16.35,487.47,428.59,58.88
1426,200592,5145,1,7630.06,15.15,1155.87,6474.19,5769.12,705.07
1427,200592,5291,1,489.32,10.92,53.42,435.9,327.58,108.32
1428,200592,5902,1,8861.17,7.67,679.88,8181.29,5385.08,2796.21
1429,200593,5030,1,228.13,13.56,30.94,197.19,193.17,4.02
1430,200593,5456,3,7968.98,15.98,3821.13,20085.81,14317.14,5768.67
1431,200593,5775,1,2650.14,8.91,236.03,2414.11,1811.76,602.35
1432,200594,5689,1,390.11,15.56,60.69,329.42,278.8,50.62
1433,200594,5285,2,2461.07,5.85,288.02,4634.12,3587.1,1047.02
1434,200595,5796,1,1919.12,12.1,232.28,1686.84,1226.36,460.48
1435,200596,5248,2,390.52,6.18,48.27,732.77,551.52,181.25
1436,200596,5416,3,588.5,21.16,373.61,1391.89,1291.53,100.36
1437,200596,5012,1,652.86,3.5,22.85,630.01,412.95,217.06
1438,200597,5167,2,2313.85,7.39,341.86,4285.84,4043.3,242.54
1439,200598,5761,2,2638.11,6.41,338.06,4938.16,4388.22,549.94
1440,200598,5989,3,2204.76,22.27,1472.73,5141.55,3893.25,1248.3
1441,200598,5326,4,2146.96,11.64,1000,7587.84,5158.84,2429
1442,200599,5158,2,7972.88,3.79,603.82,15341.94,13649.16,1692.78
1443,200599,5859,1,987.7,12.69,125.37,862.33,700.76,161.57
1444,200599,5799,1,3346.16,5.4,180.81,3165.35,2229.62,935.73
1445,200600,5296,1,85.97,2.17,1.86,84.11,73.37,10.74
1446,200600,5667,1,983.75,11.34,111.55,872.2,860.67,11.53
1447,200600,5596,1,357.32,13.91,49.69,307.63,280.45,27.18
1448,200601,5453,2,936.64,14.84,277.96,1595.32,1580.22,15.1
1449,200601,5311,1,659.03,3.07,20.22,638.81,392.74,246.07
1450,200602,5398,1,599.37,13.7,82.13,517.24,397.4,119.84
1451,200602,5364,1,1196.56,3.37,40.36,1156.2,1009.32,146.88
1452,200602,5962,1,264.75,11.74,31.08,233.67,232.87,0.8
1453,200603,5267,1,989.88,8.72,86.31,903.57,818.54,85.03
1454,200603,5337,1,916.35,10.82,99.19,817.16,759.4,57.76
1455,200604,5155,2,1104.2,13.44,296.73,1911.67,1785.5,126.17
1456,200604,5139,1,4345.91,16.79,729.74,3616.17,3577.71,38.46
1457,200604,5333,2,753.09,8.64,130.1,1376.08,1121.22,254.86
1458,200605,5237,1,391.37,2.12,8.29,383.08,250.84,132.24
1459,200605,5556,1,2466.98,15.58,384.38,2082.6,1987.76,94.84
1460,200606,5719,4,784.32,14.58,457.32,2679.96,2351.72,328.24
1461,200607,5914,3,4409.79,11.03,1459.41,11769.96,8332.17,3437.79
1462,200607,5671,1,2229.22,13.53,301.54,1927.68,1883.81,43.87
1463,200607,5276,1,264.81,11.93,31.6,233.21,183.04,50.17
1464,200608,5228,2,252.99,4.89,24.76,481.22,413.6,67.62
1465,200609,5828,2,1418.55,7.91,224.49,2612.61,2003.18,609.43
1466,200610,5918,1,2771.22,13.24,366.81,2404.41,2014.06,390.35
1467,200610,5888,1,2703.44,13.45,363.72,2339.72,2301.71,38.01
1468,200610,5810,1,628.46,7.5,47.16,581.3,548.98,32.32
1469,200611,5968,1,2815.06,15.24,428.89,2386.17,2148.78,237.39
1470,200611,5238,3,1504.03,5.04,227.61,4284.48,3523.71,760.77
1471,200612,5077,2,6948.45,8.46,1175.86,12721.04,10647.46,2073.58
1472,200612,5675,1,4437.72,11.58,513.97,3923.75,3653.97,269.78
1473,200612,5146,1,5977.99,12.95,774.35,5203.64,4986.01,217.63
1474,200612,5907,1,638.54,5.8,37.05,601.49,454.88,146.61
1475,200613,5156,1,234.24,11.46,26.84,207.4,177.94,29.46
1476,200613,5652,1,1482.96,13.2,195.72,1287.24,1061.29,225.95
1477,200613,5873,1,448.13,11.6,51.97,396.16,379.34,16.82
1478,200614,5584,1,556.66,17.61,98.03,458.63,451.03,7.6
1479,200614,5998,1,4858.73,6.68,324.75,4533.98,2881.44,1652.54
1480,200614,5847,2,615.46,15.67,192.86,1038.06,957.12,80.94
1481,200615,5831,1,353.09,11.1,39.21,313.88,273.6,40.28
1482,200615,5326,1,2146.96,12.13,260.48,1886.48,1289.71,596.77
1483,200616,5066,1,510.45,11.77,60.08,450.37,307.29,143.08
1484,200616,5840,1,1870.46,12.42,232.3,1638.16,1368.65,269.51
1485,200616,5924,1,750.98,8.88,66.69,684.29,500.33,183.96
1486,200617,5036,3,2620.7,11.09,871.81,6990.29,6135.15,855.14
1487,200617,5865,1,358.45,13.56,48.61,309.84,266.15,43.69
1488,200618,5314,1,2591.77,7.3,189.29,2402.48,2240.02,162.46
1489,200618,5814,3,862.28,2.73,70.68,2516.16,1516.68,999.48
1490,200618,5201,1,1190.52,7.57,90.15,1100.37,710.05,390.32
1491,200618,5481,5,2472.79,15.75,1947.36,10416.59,8592.9,1823.69
1492,200619,5059,3,698.38,3.38,70.83,2024.31,1395.18,629.13
1493,200619,5658,2,2477.91,10.49,520,4435.82,3681.38,754.44
1494,200620,5060,3,1821.91,13.81,754.96,4710.77,3539.43,1171.34
1495,200620,5438,1,747.8,15.72,117.55,630.25,436.47,193.78
1496,200620,5660,1,2052.49,11.92,244.6,1807.89,1700.28,107.61
1497,200620,5261,1,1033,5.88,60.76,972.24,769.05,203.19
1498,200621,5634,3,2460.14,2.27,167.2,7213.22,4913.52,2299.7
1499,200622,5288,1,3346.46,10.49,351,2995.46,2214.33,781.13
1500,200622,5148,1,200.03,8.88,17.77,182.26,138.5,43.76
1501,200623,5828,1,1418.55,11.91,168.92,1249.63,1001.59,248.04
1502,200624,5126,1,139.28,4,5.57,133.71,96.8,36.91
1503,200625,5513,1,2018.82,13.57,273.91,1744.91,1180.47,564.44
1504,200625,5815,2,693.71,9.55,132.48,1254.94,1122.9,132.04
1505,200626,5559,1,1136.88,13.07,148.57,988.31,804.58,183.73
1506,200626,5761,1,2638.11,11.85,312.54,2325.57,2194.11,131.46
1507,200626,5130,3,635.38,14.94,284.77,1621.37,1122.03,499.34
1508,200627,5891,1,923.64,8.27,76.4,847.24,751.72,95.52
1509,200627,5429,1,297.44,14,41.63,255.81,256.69,-0.88
1510,200627,5791,2,441.75,13.83,122.18,761.32,750.8,10.52
1511,200628,5392,1,2466.5,8.44,208.21,2258.29,1877.29,381
1512,200628,5398,1,599.37,2.36,14.17,585.2,397.4,187.8
1513,200629,5619,1,1071.39,8.19,87.79,983.6,640.22,343.38
1514,200629,5937,3,2639.85,7.09,561.63,7357.92,5067.66,2290.26
1515,200630,5032,3,2107.89,24.15,1526.89,4796.78,4374.6,422.18
1516,200630,5892,1,3729.48,12.43,463.66,3265.82,2460.57,805.25
1517,200631,5952,1,2233.92,6.06,135.3,2098.62,1771.61,327.01
1518,200631,5202,2,859.27,21.82,374.9,1343.64,1361.76,-18.12
1519,200631,5356,1,1425.03,6.37,90.79,1334.24,981.67,352.57
1520,200632,5456,2,7968.98,11.11,1770.13,14167.83,9544.76,4623.07
1521,200632,5209,2,6153.07,8.56,1053.26,11252.88,7674.36,3578.52
1522,200633,5148,1,200.03,6.05,12.1,187.93,138.5,49.43
1523,200634,5904,1,663.34,21.77,144.44,518.9,465.81,53.09
1524,200634,5286,2,216.18,15.38,66.48,365.88,291.2,74.68
1525,200634,5279,1,473.53,25.44,120.47,353.06,379.99,-26.93
1526,200634,5609,1,483.78,4.89,23.68,460.1,341.55,118.55
1527,200634,5953,1,459.46,12.16,55.87,403.59,349.91,53.68
1528,200635,5350,2,1608.83,5.62,180.85,3036.81,2049.06,987.75
1529,200635,5330,2,1232.61,18.89,465.67,1999.55,1485.76,513.79
1530,200636,5534,1,245.49,3.2,7.85,237.64,150.8,86.84
1531,200636,5735,1,1532.61,6.62,101.43,1431.18,1009.12,422.06
1532,200636,5807,1,2022.85,10.37,209.82,1813.03,1211.94,601.09
1533,200637,5017,2,1942.83,10.63,413.08,3472.58,2989.1,483.48
1534,200637,5011,1,4796.07,3.63,174,4622.07,4164.25,457.82
1535,200638,5223,2,1070.71,6.97,149.17,1992.25,1244.82,747.43
1536,200638,5114,2,381.2,9.08,69.22,693.18,582.34,110.84
1537,200639,5832,3,1041.76,14.97,467.9,2657.38,2724.21,-66.83
1538,200639,5750,1,264.9,5.47,14.49,250.41,183.63,66.78
1539,200639,5757,3,3193.49,12.95,1240.56,8339.91,6936.33,1403.58
1540,200639,5764,5,1690.69,7.13,602.52,7850.93,5228.55,2622.38
1541,200639,5501,1,540.09,8.01,43.25,496.84,316.97,179.87
1542,200640,5110,4,1479.16,8.67,513.22,5403.42,3489.24,1914.18
1543,200641,5482,1,406.9,12.99,52.86,354.04,262.93,91.11
1544,200641,5258,2,2554.13,6.52,332.86,4775.4,4175.58,599.82
1545,200642,5024,1,2387.89,8.52,203.39,2184.5,1658.16,526.34
1546,200642,5628,1,5456.82,16.12,879.39,4577.43,3486.58,1090.85
1547,200643,5055,4,2277.84,23.94,2181.43,6929.93,6887.08,42.85
1548,200643,5435,2,662.72,15.22,201.7,1123.74,1096.46,27.28
1549,200643,5670,1,607.07,9.07,55.06,552.01,438.49,113.52
1550,200643,5503,1,844.35,22.15,187.03,657.32,714.71,-57.39
1551,200644,5663,1,2044.74,7.52,153.7,1891.04,1643.04,248
1552,200644,5917,1,2721.5,14.21,386.59,2334.91,2207.44,127.47
1553,200645,5381,2,1887.6,2.35,88.83,3686.37,2976.32,710.05
1554,200645,5561,3,1667.32,11.03,551.63,4450.33,3318.87,1131.46
1555,200645,5097,1,871.46,12.17,106.05,765.41,568.23,197.18
1556,200646,5423,2,3256.99,2.59,168.47,6345.51,4840.46,1505.05
1557,200647,5744,2,2142.72,12.46,533.94,3751.5,3640.18,111.32
1558,200647,5460,1,399.2,8.51,33.99,365.21,330.23,34.98
1559,200647,5744,1,2142.72,12.4,265.67,1877.05,1820.09,56.96
1560,200648,5868,1,763.17,3.72,28.37,734.8,467.74,267.06
1561,200648,5689,2,390.11,7.13,55.62,724.6,557.6,167
1562,200649,5045,2,1456.32,20.18,587.66,2324.98,1724.26,600.72
1563,200649,5330,1,1232.61,13.89,171.16,1061.45,742.88,318.57
1564,200650,5623,1,696.07,15.8,110.01,586.06,584.04,2.02
1565,200650,5726,3,204.39,13.62,83.5,529.67,356.67,173
1566,200651,5786,1,431.92,10.13,43.74,388.18,353.25,34.93
1567,200651,5453,1,936.64,8,74.91,861.73,790.11,71.62
1568,200651,5520,1,1607.67,9.76,156.95,1450.72,987.28,463.44
1569,200652,5005,1,285.89,8.74,25,260.89,210.61,50.28
1570,200652,5189,1,1530.24,21.32,326.26,1203.98,1095.48,108.5
1571,200652,5136,2,4931.17,9.13,900.76,8961.58,7013.76,1947.82
1572,200653,5757,2,3193.49,2.86,182.44,6204.54,4624.22,1580.32
1573,200653,5988,1,453,12.57,56.96,396.04,282.22,113.82
1574,200653,5079,2,2074.16,18.52,768.17,3380.15,2902.64,477.51
1575,200653,5362,2,1141.72,11.77,268.83,2014.61,1578.72,435.89
1576,200654,5817,1,4011.24,4.41,176.83,3834.41,3321.63,512.78
1577,200654,5066,2,510.45,21.21,216.49,804.41,614.58,189.83
1578,200654,5249,1,2045.35,9.83,201.1,1844.25,1779.18,65.07
1579,200655,5204,3,3185.3,11.97,1144.1,8411.8,6880.59,1531.21
1580,200655,5607,2,654.36,10.27,134.44,1174.28,798.3,375.98
1581,200656,5686,1,1193.17,10.42,124.3,1068.87,796.76,272.11
1582,200657,5711,2,1306.57,10.58,276.48,2336.66,2231.86,104.8
1583,200658,5171,3,1280.59,11.4,437.83,3403.94,3143.01,260.93
1584,200658,5323,3,926.14,2.56,71.08,2707.34,1980.21,727.13
1585,200658,5487,3,787.15,9.6,226.8,2134.65,1867.23,267.42
1586,200659,5473,3,409.58,12.08,148.41,1080.33,1057.77,22.56
1587,200659,5222,2,5619.6,10.01,1125.27,10113.93,6685.4,3428.53
1588,200659,5507,1,3501.03,14.99,524.7,2976.33,2143.09,833.24
1589,200659,5080,1,8474.52,4.19,355.13,8119.39,5804.09,2315.3
1590,200660,5786,1,431.92,17.56,75.82,356.1,353.25,2.85
1591,200661,5212,3,351.45,6.83,72.05,982.3,897.9,84.4
1592,200662,5333,5,753.09,6.56,246.83,3518.62,2803.05,715.57
1593,200662,5107,3,1238.72,9.5,353.21,3362.95,2223.96,1138.99
1594,200663,5229,2,834.88,7.79,130.06,1539.7,1303.12,236.58
1595,200664,5333,1,753.09,14.94,112.49,640.6,560.61,79.99
1596,200664,5979,3,295.35,7.81,69.17,816.88,612.51,204.37
1597,200665,5415,1,693.74,15.51,107.63,586.11,465.39,120.72
1598,200665,5128,1,81.43,15.72,12.8,68.63,50.24,18.39
1599,200666,5049,1,2129.48,14.27,303.81,1825.67,1464.46,361.21
1600,200666,5430,1,307.39,8.2,25.21,282.18,248.5,33.68
1601,200666,5885,1,1793.32,3.58,64.18,1729.14,1367.49,361.65
1602,200667,5671,3,2229.22,17.81,1191.07,5496.59,5651.43,-154.84
1603,200667,5951,1,2093.58,6.75,141.29,1952.29,1622.75,329.54
1604,200668,5539,1,558.79,9.59,53.61,505.18,415.17,90.01
1605,200669,5939,1,2208.5,14.03,309.84,1898.66,1762.81,135.85
1606,200669,5045,1,1456.32,16.6,241.8,1214.52,862.13,352.39
1607,200669,5857,2,4159.85,12.3,1023.32,7296.38,5057.1,2239.28
1608,200670,5921,1,6152.57,4.78,293.88,5858.69,4592.71,1265.98
1609,200670,5975,1,3729.08,3.14,116.92,3612.16,3115.39,496.77
1610,200670,5846,1,8740.82,5.54,483.87,8256.95,7628.94,628.01
1611,200671,5084,1,986.38,10.91,107.65,878.73,790.75,87.98
1612,200671,5385,3,4414.77,5.2,689.34,12554.97,8128.23,4426.74
1613,200671,5183,1,774.95,9.58,74.28,700.67,462.85,237.82
1614,200671,5130,1,635.38,6.83,43.39,591.99,374.01,217.98
1615,200672,5978,2,385.52,12.34,95.12,675.92,611.24,64.68
1616,200673,5989,3,2204.76,12.61,833.85,5780.43,3893.25,1887.18
1617,200674,5342,2,839.03,10.6,177.93,1500.13,1111.62,388.51
1618,200674,5103,2,6553.17,14.88,1950.7,11155.64,8521.76,2633.88
1619,200674,5696,2,1120.48,7.04,157.85,2083.11,1947.7,135.41
1620,200674,5922,3,1791.51,16.27,874.68,4499.85,3280.77,1219.08
1621,200675,5486,2,446.45,12.26,109.45,783.45,633.88,149.57
1622,200675,5580,2,559.63,5.43,60.8,1058.46,950.4,108.06
1623,200676,5730,5,172.47,13.69,118.03,744.32,682.05,62.27
1624,200676,5893,2,2412.2,2.22,107.01,4717.39,4121.9,595.49
1625,200676,5533,1,87.19,7.94,6.92,80.27,67.85,12.42
1626,200677,5524,3,614.81,13.23,244.09,1600.34,1158.36,441.98
1627,200677,5476,3,2820,4.1,347.23,8112.77,6189.27,1923.5
1628,200677,5387,1,720.79,20.8,149.9,570.89,429.71,141.18
1629,200677,5411,2,1010.35,11.76,237.7,1783,1633.6,149.4
1630,200678,5467,3,2998.19,7.99,718.99,8275.58,6699.84,1575.74
1631,200678,5086,1,6362.89,8.7,553.72,5809.17,4593.98,1215.19
1632,200679,5511,3,230.82,15.44,106.89,585.57,469.47,116.1
1633,200679,5944,1,304.62,4.77,14.54,290.08,251.28,38.8
1634,200679,5243,2,5772.63,9.89,1142.31,10402.95,9702.54,700.41
1635,200679,5976,1,704.87,3.24,22.83,682.04,575.19,106.85
1636,200679,5552,1,765.49,17.26,132.11,633.38,588.2,45.18
1637,200680,5481,2,2472.79,8.08,399.75,4545.83,3437.16,1108.67
1638,200680,5601,4,687.87,4.55,125.13,2626.35,2364.96,261.39
1639,200681,5685,1,441.97,7.91,34.97,407,284.67,122.33
1640,200682,5962,1,264.75,4.08,10.81,253.94,232.87,21.07
1641,200683,5141,1,406.62,9.74,39.62,367,279.29,87.71
1642,200683,5462,1,2029.3,8.23,167.05,1862.25,1455.75,406.5
1643,200683,5764,1,1690.69,14.59,246.68,1444.01,1045.71,398.3
1644,200684,5890,1,931.94,2.53,23.57,908.37,669.04,239.33
1645,200685,5731,3,2015.92,22.06,1334.1,4713.66,4603.53,110.13
1646,200685,5671,2,2229.22,21.91,976.91,3481.53,3767.62,-286.09
1647,200685,5087,2,901.25,12.63,227.57,1574.93,1498.8,76.13
1648,200686,5533,1,87.19,7.97,6.95,80.24,67.85,12.39
1649,200686,5569,2,7495.48,6.81,1021.15,13969.81,11199.52,2770.29
1650,200687,5534,2,245.49,11.39,55.94,435.04,301.6,133.44
1651,200687,5056,3,422.17,17.3,219.09,1047.42,825.99,221.43
1652,200687,5712,1,795.61,8.53,67.86,727.75,636.58,91.17
1653,200687,5925,2,573.75,13.22,151.69,995.81,841.42,154.39
1654,200688,5255,2,541.08,11.76,127.3,954.86,778.06,176.8
1655,200688,5730,2,172.47,8.54,29.47,315.47,272.82,42.65
1656,200689,5882,2,2931.23,9.43,552.8,5309.66,3710.8,1598.86
1657,200689,5976,1,704.87,10.06,70.88,633.99,575.19,58.8
1658,200689,5394,2,604.81,10.49,126.9,1082.72,939.04,143.68
1659,200689,5626,1,1351.5,12.53,169.35,1182.15,847.22,334.93
1660,200689,5607,1,654.36,4.8,31.4,622.96,399.15,223.81
1661,200690,5704,1,7889.99,13.61,1073.99,6816,6385.42,430.58
1662,200690,5412,1,1047.34,3.75,39.25,1008.09,883.05,125.04
1663,200691,5670,2,607.07,13.08,158.82,1055.32,876.98,178.34
1664,200691,5491,2,5259.44,5.93,624.06,9894.82,6647.48,3247.34
1665,200691,5514,3,4323.9,17.16,2226.41,10745.29,9047.73,1697.56
1666,200691,5264,1,259.73,15.11,39.24,220.49,161.83,58.66
1667,200692,5113,1,1057.24,17.89,189.19,868.05,789.9,78.15
1668,200692,5959,2,1041.85,15.94,332.22,1751.48,1627.82,123.66
1669,200692,5902,1,8861.17,12.21,1081.84,7779.33,5385.08,2394.25
1670,200693,5155,5,1104.2,13.19,728.2,4792.8,4463.75,329.05
1671,200694,5977,2,1948.08,3.73,145.25,3750.91,3298.12,452.79
1672,200694,5312,3,5518.35,6.93,1147.19,15407.86,11396.37,4011.49
1673,200694,5603,1,988.29,9.61,95,893.29,595.6,297.69
1674,200695,5534,1,245.49,4.4,10.8,234.69,150.8,83.89
1675,200695,5692,2,2731.27,11.34,619.24,4843.3,4549.12,294.18
1676,200696,5907,2,638.54,6.96,88.86,1188.22,909.76,278.46
1677,200696,5257,2,3605.28,2.72,196.08,7014.48,5049.84,1964.64
1678,200697,5500,1,2381.73,15.09,359.46,2022.27,1721.09,301.18
1679,200697,5640,2,336.22,10.7,71.98,600.46,428.56,171.9
1680,200698,5959,1,1041.85,12.68,132.12,909.73,813.91,95.82
1681,200699,5226,3,1240.06,10.14,377.3,3342.88,3139.95,202.93
1682,200699,5497,2,2332.03,8.83,411.8,4252.26,3035.72,1216.54
1683,200700,5248,1,390.52,3.27,12.77,377.75,275.76,101.99
1684,200700,5727,1,339.4,11.72,39.78,299.62,252.2,47.42
1685,200700,5294,2,840.66,6.76,113.6,1567.72,1078.72,489
1686,200700,5603,1,988.29,10.12,99.98,888.31,595.6,292.71
1687,200701,5276,1,264.81,2.36,6.25,258.56,183.04,75.52
1688,200701,5785,4,2607,19.72,2055.96,8372.04,8686.32,-314.28
1689,200702,5672,1,4470.4,9.75,435.81,4034.59,3466.49,568.1
1690,200703,5242,1,851.15,15.51,132.03,719.12,745.32,-26.2
1691,200703,5947,1,5266.37,15.43,812.46,4453.91,4531.78,-77.87
1692,200704,5839,1,1108.17,11.14,123.45,984.72,695.57,289.15
1693,200704,5939,1,2208.5,7.68,169.64,2038.86,1762.81,276.05
1694,200705,5624,3,4431.8,8.45,1122.89,12172.51,11694.99,477.52
1695,200705,6000,1,924.19,8.14,75.24,848.95,793.94,55.01
1696,200705,5182,1,1028.4,10.74,110.44,917.96,800.85,117.11
1697,200706,5035,1,537.07,12.38,66.51,470.56,375.87,94.69
1698,200707,5795,1,417.72,6.79,28.36,389.36,249.51,139.85
1699,200707,5601,1,687.87,12.57,86.49,601.38,591.24,10.14
1700,200707,5299,1,2842.71,11.39,323.92,2518.79,2481.61,37.18
1701,200707,5044,2,4889.59,7.45,728.22,9050.96,5715.92,3335.04
1702,200708,5168,3,509.32,13.15,200.97,1326.99,1296.09,30.9
1703,200708,5108,2,188.36,11.23,42.32,334.4,299.2,35.2
1704,200709,5850,2,604.87,2.23,26.99,1182.75,1031.98,150.77
1705,200709,5185,1,6370.07,16.37,1042.47,5327.6,4851.68,475.92
1706,200709,5746,1,1866.79,12.9,240.81,1625.98,1570.78,55.2
1707,200709,5086,1,6362.89,6.49,412.72,5950.17,4593.98,1356.19
1708,200710,5976,5,704.87,6.8,239.51,3284.84,2875.95,408.89
1709,200710,5932,2,492.72,6.19,60.97,924.47,782.48,141.99
1710,200711,5141,2,406.62,9.06,73.64,739.6,558.58,181.02
1711,200711,5853,1,213.72,4.02,8.59,205.13,163.77,41.36
1712,200711,5696,1,1120.48,5.4,60.56,1059.92,973.85,86.07
1713,200712,5897,2,410.9,8.09,66.48,755.32,542.66,212.66
1714,200712,5507,2,3501.03,5.7,399.02,6603.04,4286.18,2316.86
1715,200712,5119,5,1229.82,11.7,719.29,5429.81,3749.7,1680.11
1716,200713,5017,1,1942.83,19.57,380.16,1562.67,1494.55,68.12
1717,200713,5117,1,4282.5,5.61,240.38,4042.12,2960.65,1081.47
1718,200714,5475,1,2129.04,6.55,139.39,1989.65,1302.08,687.57
1719,200715,5797,1,103.82,10.39,10.79,93.03,73.78,19.25
1720,200715,5333,4,753.09,2.22,66.87,2945.49,2242.44,703.05
1721,200715,5628,1,5456.82,12.22,666.85,4789.97,3486.58,1303.39
1722,200716,5765,1,2404.13,5.07,121.91,2282.22,1688.5,593.72
1723,200716,5795,1,417.72,13.89,58.03,359.69,249.51,110.18
1724,200716,5857,1,4159.85,8.68,360.94,3798.91,2528.55,1270.36
1725,200717,5807,1,2022.85,16.41,331.96,1690.89,1211.94,478.95
1726,200717,5906,1,146.04,9.94,14.52,131.52,102.86,28.66
1727,200718,5914,1,4409.79,5.07,223.38,4186.41,2777.39,1409.02
