order_id,customer_id,order_date,order_status,shipping_city,shipping_state,shipping_region,shipping_cost,delivery_date,payment_id
202341,14333,8/27/2025,Shipped,Kolkata,West Bengal,East,189.93,8/30/2025,302341
202342,13992,11/2/2024,Delivered,Hyderabad,Telangana,South,140.42,11/10/2024,302342
202343,15569,12/31/2025,Delivered,Mumbai,Maharashtra,West,65.02,1/4/2026,302343
202344,16132,2/13/2024,Delivered,Ahmedabad,Gujarat,West,137.22,2/15/2024,302344
202345,14533,2/13/2024,Delivered,Jaipur,Rajasthan,North,136.38,2/22/2024,302345
202346,17066,9/12/2024,Delivered,Patna,Bihar,East,203.3,9/17/2024,302346
202347,15188,4/10/2024,Delivered,New Delhi,Delhi,North,225.64,4/11/2024,302347
202348,12704,9/3/2024,Delivered,Patna,Bihar,East,319.43,9/13/2024,302348
202349,13010,11/11/2025,Shipped,Lucknow,Uttar Pradesh,North,188.54,11/14/2025,302349
202350,16929,1/16/2025,Delivered,Bengaluru,Karnataka,South,137.95,1/22/2025,302350
202351,12094,3/8/2024,Delivered,Mumbai,Maharashtra,West,161.22,3/16/2024,302351
202352,11111,8/6/2025,Delivered,Mumbai,Maharashtra,West,247.6,8/7/2025,302352
202353,16103,3/22/2024,Delivered,Bhubaneswar,Odisha,East,296.12,3/27/2024,302353
202354,13410,6/19/2025,Delivered,Kolkata,West Bengal,East,244.63,6/23/2025,302354
202355,11801,2/5/2024,Delivered,Ahmedabad,Gujarat,West,263.72,2/12/2024,302355
202356,16677,2/22/2025,Delivered,Hyderabad,Telangana,South,253.22,2/28/2025,302356
202357,11429,2/3/2025,Shipped,Lucknow,Uttar Pradesh,North,135.58,2/8/2025,302357
202358,15941,4/25/2023,Delivered,Jaipur,Rajasthan,North,266.09,5/3/2023,302358
202359,12716,4/21/2025,Delivered,Mumbai,Maharashtra,West,153.06,4/24/2025,302359
202360,15763,12/10/2024,Delivered,Lucknow,Uttar Pradesh,North,172.67,12/16/2024,302360
202361,16269,8/3/2024,Delivered,Kolkata,West Bengal,East,174.67,8/7/2024,302361
202362,11221,10/3/2024,Delivered,Kolkata,West Bengal,East,241.07,10/9/2024,302362
202363,16658,10/1/2025,Shipped,Gurugram,Haryana,North,239.52,10/4/2025,302363
202364,14970,11/30/2025,Delivered,Ahmedabad,Gujarat,West,146.8,12/5/2025,302364
202365,16929,8/3/2025,Delivered,Bengaluru,Karnataka,South,163.73,8/6/2025,302365
202366,10259,11/24/2025,Delivered,Kolkata,West Bengal,East,173.58,11/29/2025,302366
202367,16149,9/9/2025,Delivered,Ludhiana,Punjab,North,206.77,9/13/2025,302367
202368,17898,7/16/2025,Delivered,Kolkata,West Bengal,East,166.79,7/20/2025,302368
202369,15694,5/24/2025,Shipped,Bhubaneswar,Odisha,East,317.32,5/31/2025,302369
202370,17384,10/11/2025,Delivered,Kolkata,West Bengal,East,125.35,10/12/2025,302370
202371,13302,7/28/2025,Delivered,Bengaluru,Karnataka,South,189.88,8/4/2025,302371
202372,15689,7/20/2025,Delivered,Lucknow,Uttar Pradesh,North,267.7,7/22/2025,302372
202373,14544,8/5/2025,Delivered,Hyderabad,Telangana,South,133.1,8/8/2025,302373
202374,12678,10/20/2025,Delivered,Patna,Bihar,East,138.83,10/26/2025,302374
202375,15014,2/16/2025,Delivered,Lucknow,Uttar Pradesh,North,220.06,2/17/2025,302375
202376,12881,7/10/2024,Shipped,Mumbai,Maharashtra,West,220.31,7/16/2024,302376
202377,17581,10/11/2024,Delivered,Bengaluru,Karnataka,South,165.76,10/16/2024,302377
202378,16455,11/12/2025,Delivered,Jaipur,Rajasthan,North,171.02,11/19/2025,302378
202379,17016,12/1/2024,Delivered,Gurugram,Haryana,North,127.03,12/9/2024,302379
202380,15138,10/4/2024,Delivered,Kolkata,West Bengal,East,239.31,10/7/2024,302380
202381,16775,10/12/2025,Delivered,New Delhi,Delhi,North,219.07,10/13/2025,302381
202382,12940,10/3/2025,Delivered,Kolkata,West Bengal,East,122.73,10/8/2025,302382
202383,15363,1/15/2025,Delivered,Mumbai,Maharashtra,West,97.01,1/21/2025,302383
202384,12664,2/26/2025,Delivered,Bengaluru,Karnataka,South,91.51,2/27/2025,302384
202385,14790,11/23/2025,Delivered,Jaipur,Rajasthan,North,169.6,11/25/2025,302385
202386,10538,3/12/2025,Delivered,Mumbai,Maharashtra,West,106.33,3/18/2025,302386
202387,16426,7/7/2024,Delivered,Kolkata,West Bengal,East,160.68,7/11/2024,302387
202388,13360,7/16/2024,Shipped,Jaipur,Rajasthan,North,145.64,7/24/2024,302388
202389,17882,6/5/2025,Delivered,Kolkata,West Bengal,East,157.82,6/10/2025,302389
202390,16928,10/17/2025,Delivered,Ludhiana,Punjab,North,178.35,10/22/2025,302390
202391,14942,12/8/2025,Delivered,Kolkata,West Bengal,East,51.12,12/13/2025,302391
202392,12104,6/10/2025,Delivered,Gurugram,Haryana,North,138.71,6/15/2025,302392
202393,15070,10/25/2025,Delivered,New Delhi,Delhi,North,240.64,10/29/2025,302393
202394,16147,8/9/2025,Delivered,Lucknow,Uttar Pradesh,North,113.43,8/12/2025,302394
202395,13787,10/6/2025,Processing,Gurugram,Haryana,North,254.79,,302395
202396,14775,12/6/2025,Delivered,Kolkata,West Bengal,East,61.23,12/14/2025,302396
202397,17069,7/1/2025,Cancelled,Hyderabad,Telangana,South,204.6,,302397
202398,11061,10/29/2024,Delivered,Gurugram,Haryana,North,154.99,11/1/2024,302398
202399,14008,10/20/2024,Delivered,Mumbai,Maharashtra,West,219.83,10/22/2024,302399
202400,16976,8/15/2025,Delivered,Kolkata,West Bengal,East,167.96,8/17/2025,302400
202401,13123,12/17/2023,Delivered,Bengaluru,Karnataka,South,88.94,12/21/2023,302401
202402,17143,11/7/2025,Delivered,Lucknow,Uttar Pradesh,North,242.33,11/12/2025,302402
202403,14462,7/15/2025,Processing,Chennai,Tamil Nadu,South,254.89,,302403
202404,13205,2/3/2025,Delivered,Ludhiana,Punjab,North,216.57,2/9/2025,302404
202405,17940,11/22/2025,Processing,Ahmedabad,Gujarat,West,135.68,,302405
202406,11275,10/10/2025,Delivered,Mumbai,Maharashtra,West,91.65,10/14/2025,302406
202407,12774,10/24/2025,Shipped,Kolkata,West Bengal,East,66.28,10/27/2025,302407
202408,11750,3/23/2024,Delivered,Hyderabad,Telangana,South,224.26,3/29/2024,302408
202409,17872,3/27/2025,Shipped,Kolkata,West Bengal,East,102.38,3/31/2025,302409
202410,11179,11/18/2025,Delivered,Mumbai,Maharashtra,West,190.18,11/19/2025,302410
202411,10931,3/8/2025,Delivered,Bengaluru,Karnataka,South,237.52,3/15/2025,302411
202412,12102,7/15/2023,Delivered,Mumbai,Maharashtra,West,158.97,7/17/2023,302412
202413,14903,1/17/2025,Delivered,Mumbai,Maharashtra,West,194.63,1/19/2025,302413
202414,12102,11/7/2023,Delivered,Mumbai,Maharashtra,West,110.87,11/9/2023,302414
202415,12604,12/18/2024,Delivered,Lucknow,Uttar Pradesh,North,142.78,12/23/2024,302415
202416,14273,2/20/2024,Processing,Patna,Bihar,East,206.1,,302416
202417,15141,11/26/2024,Delivered,Ahmedabad,Gujarat,West,178.16,12/1/2024,302417
202418,14656,10/28/2025,Delivered,Kochi,Kerala,South,232.03,11/4/2025,302418
202419,14946,9/7/2025,Delivered,Patna,Bihar,East,237.36,9/15/2025,302419
202420,15450,12/28/2025,Delivered,Hyderabad,Telangana,South,52.46,1/4/2026,302420
202421,17081,10/3/2025,Delivered,Patna,Bihar,East,228.27,10/13/2025,302421
202422,15487,8/20/2025,Delivered,Kochi,Kerala,South,188.34,8/26/2025,302422
202423,15838,6/13/2025,Cancelled,New Delhi,Delhi,North,201.27,,302423
202424,13166,9/18/2023,Delivered,Jaipur,Rajasthan,North,151.12,9/24/2023,302424
202425,17555,1/24/2025,Delivered,Jaipur,Rajasthan,North,349.71,1/28/2025,302425
202426,16535,6/23/2025,Delivered,Hyderabad,Telangana,South,264.04,6/25/2025,302426
202427,14682,4/13/2025,Delivered,Kolkata,West Bengal,East,220.58,4/19/2025,302427
202428,13593,7/11/2025,Delivered,Patna,Bihar,East,180.55,7/16/2025,302428
202429,10146,4/14/2025,Delivered,Bengaluru,Karnataka,South,177.02,4/19/2025,302429
202430,17902,7/25/2025,Delivered,Ahmedabad,Gujarat,West,167.44,7/31/2025,302430
202431,11098,11/28/2025,Delivered,Patna,Bihar,East,299.76,12/5/2025,302431
202432,14078,7/29/2024,Delivered,New Delhi,Delhi,North,147.48,8/3/2024,302432
202433,12725,7/1/2025,Delivered,Mumbai,Maharashtra,West,160.26,7/6/2025,302433
202434,12597,4/5/2025,Delivered,Kolkata,West Bengal,East,221.78,4/9/2025,302434
202435,13346,12/17/2025,Delivered,Jaipur,Rajasthan,North,178.91,12/25/2025,302435
202436,14594,6/29/2025,Delivered,Mumbai,Maharashtra,West,223.97,7/5/2025,302436
202437,10080,7/4/2025,Delivered,Patna,Bihar,East,254.42,7/9/2025,302437
202438,11210,7/28/2025,Delivered,Chennai,Tamil Nadu,South,184.85,7/29/2025,302438
202439,14938,12/3/2025,Delivered,Lucknow,Uttar Pradesh,North,133.21,12/11/2025,302439
202440,15987,9/5/2025,Delivered,Kolkata,West Bengal,East,221.42,9/11/2025,302440
202441,15487,6/27/2025,Delivered,Kochi,Kerala,South,231.59,7/5/2025,302441
202442,17939,8/31/2024,Delivered,Mumbai,Maharashtra,West,234.55,9/2/2024,302442
202443,10366,11/10/2024,Delivered,Chennai,Tamil Nadu,South,136.63,11/12/2024,302443
202444,14130,11/10/2024,Delivered,Ludhiana,Punjab,North,107.55,11/16/2024,302444
202445,13330,5/15/2023,Delivered,Mumbai,Maharashtra,West,51.64,5/19/2023,302445
202446,11569,11/29/2025,Delivered,Hyderabad,Telangana,South,172.49,12/3/2025,302446
202447,17194,11/20/2025,Delivered,Hyderabad,Telangana,South,223.45,11/27/2025,302447
202448,11123,5/25/2025,Delivered,Bhubaneswar,Odisha,East,242.17,6/1/2025,302448
202449,14048,12/20/2025,Processing,Bengaluru,Karnataka,South,206.59,,302449
202450,11498,6/10/2025,Delivered,Ahmedabad,Gujarat,West,118.62,6/16/2025,302450
202451,13495,12/30/2025,Delivered,Mumbai,Maharashtra,West,272.22,1/2/2026,302451
202452,16415,12/19/2025,Delivered,New Delhi,Delhi,North,49.84,12/24/2025,302452
202453,15680,3/12/2025,Delivered,Chennai,Tamil Nadu,South,66.84,3/20/2025,302453
202454,15677,10/3/2025,Delivered,Mumbai,Maharashtra,West,223.67,10/10/2025,302454
202455,11711,3/16/2025,Delivered,Patna,Bihar,East,179.57,3/21/2025,302455
202456,10185,6/11/2025,Delivered,Lucknow,Uttar Pradesh,North,84.94,6/16/2025,302456
202457,15828,9/18/2025,Delivered,Bengaluru,Karnataka,South,128.05,9/21/2025,302457
202458,10839,3/17/2025,Delivered,Chennai,Tamil Nadu,South,47.78,3/21/2025,302458
202459,13118,9/6/2025,Delivered,Jaipur,Rajasthan,North,250.53,9/12/2025,302459
202460,16807,6/8/2024,Delivered,New Delhi,Delhi,North,149.36,6/12/2024,302460
202461,13253,11/15/2025,Delivered,Bengaluru,Karnataka,South,94.02,11/21/2025,302461
202462,13715,5/30/2025,Delivered,Bhubaneswar,Odisha,East,303.03,6/3/2025,302462
202463,17665,9/13/2025,Delivered,Mumbai,Maharashtra,West,216.69,9/20/2025,302463
202464,17332,7/10/2025,Processing,Kochi,Kerala,South,278.63,,302464
202465,10723,10/29/2025,Delivered,Kolkata,West Bengal,East,264.18,10/30/2025,302465
202466,16986,1/17/2025,Delivered,Ahmedabad,Gujarat,West,115.03,1/22/2025,302466
202467,13951,10/31/2025,Delivered,Hyderabad,Telangana,South,115.07,11/5/2025,302467
202468,16455,9/4/2025,Delivered,Jaipur,Rajasthan,North,311.4,9/12/2025,302468
202469,12820,8/9/2025,Delivered,Ludhiana,Punjab,North,92.94,8/14/2025,302469
202470,17659,12/20/2024,Delivered,Mumbai,Maharashtra,West,269.03,12/24/2024,302470
202471,16453,6/8/2025,Delivered,Hyderabad,Telangana,South,102.31,6/16/2025,302471
202472,13599,8/13/2023,Processing,Gurugram,Haryana,North,83.71,,302472
202473,12878,9/12/2025,Delivered,Chennai,Tamil Nadu,South,145.15,9/16/2025,302473
202474,11665,9/18/2025,Shipped,Ludhiana,Punjab,North,51.74,9/23/2025,302474
202475,12176,10/17/2025,Delivered,New Delhi,Delhi,North,200.24,10/23/2025,302475
202476,13529,10/31/2025,Delivered,Bhubaneswar,Odisha,East,307.84,11/5/2025,302476
202477,12837,5/5/2025,Delivered,Ahmedabad,Gujarat,West,129.62,5/11/2025,302477
202478,15214,3/22/2025,Delivered,Ludhiana,Punjab,North,121.46,3/23/2025,302478
202479,15136,12/20/2025,Delivered,New Delhi,Delhi,North,205.07,12/26/2025,302479
202480,11516,8/8/2025,Delivered,Bengaluru,Karnataka,South,163.67,8/12/2025,302480
202481,12102,6/5/2023,Delivered,Mumbai,Maharashtra,West,155.67,6/7/2023,302481
202482,10366,12/4/2025,Delivered,Chennai,Tamil Nadu,South,149.55,12/9/2025,302482
202483,13053,3/6/2025,Delivered,Ahmedabad,Gujarat,West,248.3,3/11/2025,302483
202484,13796,12/24/2025,Cancelled,Jaipur,Rajasthan,North,104.97,,302484
202485,10830,4/2/2024,Delivered,Bengaluru,Karnataka,South,174.58,4/3/2024,302485
202486,10668,10/2/2025,Delivered,Bhopal,Madhya Pradesh,Central,159.94,10/6/2025,302486
202487,12116,12/12/2025,Delivered,Ludhiana,Punjab,North,109.77,12/13/2025,302487
202488,13926,10/7/2024,Delivered,New Delhi,Delhi,North,108.79,10/10/2024,302488
202489,17876,12/21/2025,Delivered,Mumbai,Maharashtra,West,152,12/27/2025,302489
202490,17380,3/22/2025,Processing,Chennai,Tamil Nadu,South,49.23,,302490
202491,13177,10/2/2025,Processing,Kochi,Kerala,South,199.65,,302491
202492,14449,3/21/2025,Delivered,New Delhi,Delhi,North,253.67,3/25/2025,302492
202493,14472,3/28/2025,Delivered,Bengaluru,Karnataka,South,224.79,4/2/2025,302493
202494,12740,6/10/2025,Delivered,New Delhi,Delhi,North,109.37,6/13/2025,302494
202495,16914,9/13/2023,Delivered,Lucknow,Uttar Pradesh,North,57.98,9/14/2023,302495
202496,12313,5/23/2025,Delivered,Chennai,Tamil Nadu,South,137.86,5/26/2025,302496
202497,13405,6/25/2025,Delivered,Kochi,Kerala,South,169.05,7/2/2025,302497
202498,17316,6/30/2025,Delivered,Mumbai,Maharashtra,West,65.92,7/2/2025,302498
202499,12757,12/31/2023,Delivered,Kochi,Kerala,South,155.54,1/9/2024,302499
202500,14091,8/24/2025,Processing,Kolkata,West Bengal,East,274.11,,302500
202501,17011,2/21/2024,Delivered,Kolkata,West Bengal,East,274.35,3/1/2024,302501
202502,12604,12/18/2025,Delivered,Lucknow,Uttar Pradesh,North,96.33,12/22/2025,302502
202503,17696,9/4/2024,Delivered,Ahmedabad,Gujarat,West,103.77,9/11/2024,302503
202504,11621,12/19/2025,Delivered,Mumbai,Maharashtra,West,248.28,12/24/2025,302504
202505,15538,9/14/2025,Delivered,Ahmedabad,Gujarat,West,227.17,9/16/2025,302505
202506,10459,11/23/2025,Delivered,Patna,Bihar,East,251.13,11/29/2025,302506
202507,14296,5/28/2023,Delivered,Chennai,Tamil Nadu,South,174.29,5/30/2023,302507
202508,11247,10/15/2025,Delivered,Ahmedabad,Gujarat,West,156.97,10/16/2025,302508
202509,15052,9/18/2024,Delivered,Hyderabad,Telangana,South,66.8,9/24/2024,302509
202510,14957,10/8/2025,Delivered,Bhubaneswar,Odisha,East,302.07,10/16/2025,302510
202511,13312,6/29/2025,Delivered,Gurugram,Haryana,North,251.1,7/2/2025,302511
202512,17440,12/3/2025,Delivered,Ludhiana,Punjab,North,130.14,12/7/2025,302512
202513,17201,12/30/2025,Delivered,Chennai,Tamil Nadu,South,89.51,1/3/2026,302513
202514,15959,11/17/2025,Delivered,Jaipur,Rajasthan,North,239.01,11/22/2025,302514
202515,15823,3/26/2024,Delivered,Lucknow,Uttar Pradesh,North,275.47,3/29/2024,302515
202516,10515,7/3/2025,Delivered,Bengaluru,Karnataka,South,152.07,7/7/2025,302516
202517,12574,11/18/2025,Delivered,Bhubaneswar,Odisha,East,302.52,11/24/2025,302517
202518,11614,5/21/2025,Delivered,Chennai,Tamil Nadu,South,180.01,5/25/2025,302518
202519,13105,2/20/2024,Delivered,Ahmedabad,Gujarat,West,162.75,2/25/2024,302519
202520,10861,12/15/2024,Delivered,Lucknow,Uttar Pradesh,North,213.19,12/22/2024,302520
202521,12521,6/22/2024,Delivered,Mumbai,Maharashtra,West,268.73,6/29/2024,302521
202522,14573,12/5/2025,Delivered,Mumbai,Maharashtra,West,223.47,12/11/2025,302522
202523,11301,5/8/2024,Delivered,Mumbai,Maharashtra,West,267.65,5/14/2024,302523
202524,10836,8/17/2025,Shipped,New Delhi,Delhi,North,138.07,8/21/2025,302524
202525,15732,4/22/2025,Delivered,Kochi,Kerala,South,111.4,4/26/2025,302525
202526,11978,7/29/2023,Delivered,Gurugram,Haryana,North,74.6,8/2/2023,302526
202527,13834,11/6/2024,Delivered,Hyderabad,Telangana,South,91.99,11/11/2024,302527
202528,16752,3/26/2025,Delivered,Bengaluru,Karnataka,South,223.87,3/29/2025,302528
202529,13022,12/6/2024,Delivered,Lucknow,Uttar Pradesh,North,113.29,12/7/2024,302529
202530,10786,12/29/2025,Delivered,Chennai,Tamil Nadu,South,96.27,1/5/2026,302530
202531,16379,10/3/2025,Delivered,Bengaluru,Karnataka,South,254.51,10/7/2025,302531
202532,15987,11/29/2024,Delivered,Kolkata,West Bengal,East,253.6,12/6/2024,302532
202533,14914,8/30/2024,Delivered,Gurugram,Haryana,North,55.42,9/3/2024,302533
202534,14305,12/24/2023,Delivered,Kolkata,West Bengal,East,196.79,12/30/2023,302534
202535,16102,11/3/2024,Delivered,Mumbai,Maharashtra,West,134.97,11/8/2024,302535
202536,12824,5/2/2025,Delivered,Gurugram,Haryana,North,110.6,5/9/2025,302536
202537,12624,2/23/2025,Delivered,Gurugram,Haryana,North,142.19,3/1/2025,302537
202538,15042,12/2/2025,Delivered,Mumbai,Maharashtra,West,183.87,12/6/2025,302538
202539,11302,2/25/2025,Shipped,New Delhi,Delhi,North,249.45,3/1/2025,302539
202540,15109,10/6/2024,Delivered,New Delhi,Delhi,North,176.47,10/14/2024,302540
202541,16986,2/8/2023,Delivered,Ahmedabad,Gujarat,West,242.24,2/12/2023,302541
202542,14130,12/27/2024,Delivered,Ludhiana,Punjab,North,81.64,1/1/2025,302542
202543,10649,11/6/2024,Delivered,Jaipur,Rajasthan,North,186.98,11/14/2024,302543
202544,15369,11/29/2025,Delivered,Bhubaneswar,Odisha,East,292.24,12/8/2025,302544
202545,16999,8/29/2024,Delivered,Kochi,Kerala,South,154.25,9/4/2024,302545
202546,11548,6/18/2025,Shipped,Lucknow,Uttar Pradesh,North,90.47,6/25/2025,302546
202547,14931,9/25/2024,Delivered,Lucknow,Uttar Pradesh,North,245.17,9/30/2024,302547
202548,11551,10/22/2023,Delivered,Mumbai,Maharashtra,West,49.97,10/23/2023,302548
202549,16631,12/19/2025,Delivered,Jaipur,Rajasthan,North,246.71,12/26/2025,302549
202550,12036,1/30/2025,Delivered,Patna,Bihar,East,211.7,2/6/2025,302550
202551,15064,11/5/2025,Delivered,Mumbai,Maharashtra,West,109.14,11/9/2025,302551
202552,14745,9/9/2024,Delivered,Kolkata,West Bengal,East,272.13,9/14/2024,302552
202553,12997,8/9/2025,Delivered,Jaipur,Rajasthan,North,245.03,8/16/2025,302553
202554,17278,11/30/2025,Delivered,Jaipur,Rajasthan,North,281.32,12/9/2025,302554
202555,17285,7/11/2025,Delivered,Gurugram,Haryana,North,159.73,7/16/2025,302555
202556,12716,9/30/2025,Delivered,Mumbai,Maharashtra,West,235.11,10/8/2025,302556
202557,12782,5/9/2025,Cancelled,Kolkata,West Bengal,East,104.79,,302557
202558,15300,12/19/2025,Delivered,Kolkata,West Bengal,East,137.32,12/22/2025,302558
202559,12245,6/29/2025,Delivered,Chennai,Tamil Nadu,South,129.72,7/5/2025,302559
202560,12417,9/23/2025,Delivered,Mumbai,Maharashtra,West,127.67,9/29/2025,302560
202561,10166,12/30/2025,Delivered,Chennai,Tamil Nadu,South,166.97,1/5/2026,302561
202562,10751,1/5/2025,Processing,Bengaluru,Karnataka,South,48.97,,302562
202563,15340,7/6/2025,Delivered,Bengaluru,Karnataka,South,188.29,7/9/2025,302563
202564,12546,10/22/2025,Delivered,Chennai,Tamil Nadu,South,72.17,10/26/2025,302564
202565,10632,10/29/2025,Cancelled,Bhubaneswar,Odisha,East,165.55,,302565
202566,17454,1/28/2025,Delivered,Ahmedabad,Gujarat,West,179.79,2/3/2025,302566
202567,12351,11/25/2025,Delivered,Kolkata,West Bengal,East,267.47,11/28/2025,302567
202568,11648,10/10/2025,Delivered,Patna,Bihar,East,292.87,10/15/2025,302568
202569,14190,9/1/2025,Delivered,Hyderabad,Telangana,South,110.83,9/6/2025,302569
202570,16688,9/5/2023,Delivered,Kochi,Kerala,South,330.59,9/14/2023,302570
202571,17033,11/11/2025,Processing,Mumbai,Maharashtra,West,57.73,,302571
202572,12429,11/24/2025,Shipped,Ahmedabad,Gujarat,West,50.1,11/28/2025,302572
202573,16013,5/6/2024,Delivered,Kolkata,West Bengal,East,90.69,5/12/2024,302573
202574,14193,10/8/2025,Delivered,New Delhi,Delhi,North,130.08,10/13/2025,302574
202575,14800,6/13/2025,Delivered,Lucknow,Uttar Pradesh,North,250.36,6/21/2025,302575
202576,13521,10/11/2025,Delivered,New Delhi,Delhi,North,242.69,10/18/2025,302576
202577,11377,1/27/2024,Processing,Jaipur,Rajasthan,North,213.08,,302577
202578,16631,12/4/2025,Delivered,Jaipur,Rajasthan,North,169.86,12/11/2025,302578
202579,14360,2/18/2025,Delivered,Lucknow,Uttar Pradesh,North,62.91,2/23/2025,302579
202580,13210,10/21/2025,Delivered,Kolkata,West Bengal,East,105.39,10/22/2025,302580
202581,15488,7/29/2025,Shipped,Mumbai,Maharashtra,West,166.43,7/30/2025,302581
202582,13395,8/1/2025,Delivered,Lucknow,Uttar Pradesh,North,85.79,8/6/2025,302582
202583,16857,8/26/2025,Delivered,Mumbai,Maharashtra,West,195.35,9/1/2025,302583
202584,11046,12/3/2025,Delivered,Bengaluru,Karnataka,South,235.43,12/13/2025,302584
202585,10243,10/27/2025,Delivered,Mumbai,Maharashtra,West,75.4,10/31/2025,302585
202586,14555,3/28/2025,Delivered,Bengaluru,Karnataka,South,178.43,4/1/2025,302586
202587,12073,9/20/2024,Delivered,Bengaluru,Karnataka,South,146.9,9/27/2024,302587
202588,10925,12/3/2025,Delivered,Mumbai,Maharashtra,West,159.01,12/5/2025,302588
202589,10248,6/24/2024,Delivered,Chennai,Tamil Nadu,South,62.44,7/2/2024,302589
202590,16245,11/20/2025,Delivered,Mumbai,Maharashtra,West,202.72,11/23/2025,302590
202591,17684,7/18/2025,Delivered,Bhubaneswar,Odisha,East,228.27,7/26/2025,302591
202592,14949,10/13/2025,Delivered,Jaipur,Rajasthan,North,151.82,10/19/2025,302592
202593,16265,11/5/2024,Delivered,Hyderabad,Telangana,South,146.35,11/7/2024,302593
202594,16752,4/19/2025,Shipped,Bengaluru,Karnataka,South,246.41,4/23/2025,302594
202595,16524,10/1/2025,Delivered,Mumbai,Maharashtra,West,145.4,10/4/2025,302595
202596,12602,10/3/2025,Delivered,Jaipur,Rajasthan,North,324.92,10/8/2025,302596
202597,10023,12/7/2024,Delivered,Bhopal,Madhya Pradesh,Central,263.26,12/14/2024,302597
202598,15049,1/22/2025,Delivered,Mumbai,Maharashtra,West,269.73,1/23/2025,302598
202599,17568,8/12/2025,Delivered,Ahmedabad,Gujarat,West,46.5,8/13/2025,302599
202600,17171,12/18/2023,Delivered,New Delhi,Delhi,North,250.6,12/22/2023,302600
202601,10042,4/12/2025,Delivered,Bhubaneswar,Odisha,East,208.01,4/17/2025,302601
202602,17303,7/29/2025,Delivered,Kochi,Kerala,South,148.89,8/6/2025,302602
202603,10086,9/11/2025,Delivered,Kolkata,West Bengal,East,183.14,9/15/2025,302603
202604,14253,2/24/2024,Delivered,Mumbai,Maharashtra,West,228.15,3/1/2024,302604
202605,16881,2/12/2024,Delivered,Kolkata,West Bengal,East,151.99,2/13/2024,302605
202606,13309,7/6/2023,Shipped,Ahmedabad,Gujarat,West,227.94,7/11/2023,302606
202607,15535,6/3/2025,Processing,Bhubaneswar,Odisha,East,279.58,,302607
202608,11864,3/4/2024,Processing,New Delhi,Delhi,North,151.17,,302608
202609,17765,6/3/2024,Delivered,Ahmedabad,Gujarat,West,175.02,6/9/2024,302609
202610,10355,10/16/2024,Delivered,Hyderabad,Telangana,South,219.51,10/22/2024,302610
202611,15102,12/11/2025,Delivered,Bengaluru,Karnataka,South,45.12,12/14/2025,302611
202612,10291,12/27/2024,Delivered,Bhubaneswar,Odisha,East,321.73,1/2/2025,302612
202613,10343,8/9/2025,Cancelled,Patna,Bihar,East,133.99,,302613
202614,12139,8/21/2025,Delivered,Lucknow,Uttar Pradesh,North,205.8,8/26/2025,302614
202615,10123,10/21/2025,Delivered,Kolkata,West Bengal,East,113.17,10/31/2025,302615
202616,11637,10/12/2025,Delivered,Chennai,Tamil Nadu,South,268.93,10/18/2025,302616
202617,11210,11/26/2025,Delivered,Chennai,Tamil Nadu,South,275.73,11/27/2025,302617
202618,17358,7/7/2025,Delivered,Mumbai,Maharashtra,West,81.76,7/10/2025,302618
202619,10339,5/24/2025,Processing,Kolkata,West Bengal,East,182.78,,302619
202620,14925,10/1/2024,Delivered,Hyderabad,Telangana,South,50.12,10/6/2024,302620
202621,15445,9/27/2025,Delivered,Gurugram,Haryana,North,269.05,10/1/2025,302621
202622,16637,11/20/2025,Delivered,Mumbai,Maharashtra,West,272.62,11/23/2025,302622
202623,12948,9/26/2023,Delivered,Patna,Bihar,East,185.22,10/1/2023,302623
202624,11408,8/27/2024,Delivered,Kolkata,West Bengal,East,123.01,8/29/2024,302624
202625,10944,9/14/2025,Delivered,Chennai,Tamil Nadu,South,192.75,9/21/2025,302625
202626,11111,10/1/2025,Delivered,Mumbai,Maharashtra,West,227.14,10/6/2025,302626
202627,14204,11/21/2025,Delivered,Ahmedabad,Gujarat,West,263.95,11/28/2025,302627
202628,14809,5/28/2025,Delivered,Hyderabad,Telangana,South,143.53,6/2/2025,302628
202629,16407,9/19/2025,Cancelled,Gurugram,Haryana,North,139.99,,302629
202630,16518,8/3/2025,Delivered,Jaipur,Rajasthan,North,234.42,8/8/2025,302630
202631,16794,6/29/2025,Delivered,Ahmedabad,Gujarat,West,92.35,7/3/2025,302631
202632,11248,11/5/2025,Delivered,Mumbai,Maharashtra,West,47.79,11/7/2025,302632
202633,16038,4/20/2024,Processing,Bengaluru,Karnataka,South,249.23,,302633
202634,10552,7/16/2024,Delivered,Mumbai,Maharashtra,West,149.15,7/17/2024,302634
202635,17111,5/2/2025,Delivered,Gurugram,Haryana,North,207.21,5/4/2025,302635
202636,14220,8/13/2025,Delivered,Jaipur,Rajasthan,North,292.27,8/19/2025,302636
202637,15181,12/12/2025,Delivered,Jaipur,Rajasthan,North,185.09,12/17/2025,302637
202638,14984,5/22/2024,Delivered,Mumbai,Maharashtra,West,135.88,5/26/2024,302638
202639,14461,9/3/2025,Delivered,Hyderabad,Telangana,South,275.01,9/10/2025,302639
202640,14197,12/4/2025,Delivered,Kolkata,West Bengal,East,237.06,12/10/2025,302640
202641,17417,6/4/2024,Delivered,Mumbai,Maharashtra,West,221.9,6/9/2024,302641
202642,12782,11/14/2024,Delivered,Kolkata,West Bengal,East,78.04,11/16/2024,302642
