return_id,order_id,product_id,return_date,return_reason,refund_amount,return_status
1003,202178,5923,12/26/2025,Wrong Product,201.11,Approved
1004,213059,5339,7/29/2024,Not as Expected,1186.77,Processed
1005,217033,5287,11/29/2025,Not as Expected,1557.27,Processed
1006,207520,5186,7/3/2024,Not as Expected,5973.17,Processed
1007,210166,5682,1/20/2026,Damaged Product,508.93,Approved
1008,206490,5167,3/23/2025,Changed Mind,1913.43,Approved
1009,211196,5664,4/27/2025,Not as Expected,4633.74,Approved
1010,216167,5382,6/24/2025,Poor Quality,780.21,Processed
1011,201415,5367,11/22/2025,Changed Mind,2818.41,Approved
1012,219784,5915,4/19/2024,Size Issue,365.19,Rejected
1013,218772,5368,9/28/2025,Late Delivery,1436.4,Approved
1014,204370,5673,4/5/2025,Not as Expected,2048.36,Approved
1015,210423,5237,8/7/2025,Late Delivery,1113.52,Approved
1016,202899,5477,6/24/2023,Wrong Product,1452.34,Approved
1017,201949,5063,12/7/2025,Poor Quality,1702.4,Approved
1018,215430,5669,11/23/2025,Wrong Product,761.32,Processed
1019,207868,5876,12/14/2025,Wrong Product,1073.39,Processed
1020,204135,5900,4/5/2025,Late Delivery,13452.75,Processed
1021,214320,5279,12/21/2025,Late Delivery,419.74,Approved
1022,216251,5686,1/13/2026,Changed Mind,2227.02,Approved
1023,211442,5682,3/18/2024,Changed Mind,535.53,Approved
1024,219949,5799,12/31/2025,Late Delivery,3056.69,Approved
1025,218774,5568,9/18/2025,Size Issue,947.68,Processed
1026,205557,5885,12/2/2024,Damaged Product,1551.75,Approved
1027,203176,5367,7/15/2025,Not as Expected,6315.47,Processed
1028,201910,5766,6/1/2025,Not as Expected,353.78,Approved
1029,202828,5342,1/6/2026,Not as Expected,736.47,Approved
1030,208355,5297,11/15/2025,Size Issue,798.01,Approved
1031,204555,5147,12/28/2025,Changed Mind,1499.03,Approved
1032,209924,5715,9/12/2025,Changed Mind,3071.39,Approved
1033,219831,5822,9/10/2025,Damaged Product,1056.14,Rejected
1034,202893,5986,12/1/2025,Not as Expected,876.08,Approved
1035,206717,5220,12/6/2025,Poor Quality,3874.49,Processed
1036,216614,5004,7/16/2024,Late Delivery,6962.4,Approved
1037,206839,5711,12/2/2025,Damaged Product,1034.8,Processed
1038,211400,5118,5/10/2025,Late Delivery,974.86,Approved
1039,202288,5583,4/19/2025,Damaged Product,185.06,Approved
1040,213044,5453,11/13/2023,Not as Expected,888.4,Approved
1041,200801,5260,2/10/2024,Not as Expected,288.89,Approved
1042,200338,5251,7/29/2025,Not as Expected,2508.77,Approved
1043,211235,5493,10/28/2025,Late Delivery,319.8,Approved
1044,212325,5850,7/6/2025,Wrong Product,566.11,Approved
1045,209905,5013,1/3/2026,Wrong Product,125.68,Processed
1046,212888,5380,5/6/2025,Not as Expected,6749.71,Approved
1047,217769,5648,8/14/2025,Late Delivery,269.38,Approved
1048,209572,5658,8/27/2025,Wrong Product,2345.04,Processed
1049,202593,5274,11/13/2024,Not as Expected,303.32,Approved
1050,208338,5876,7/21/2024,Size Issue,3032.6,Approved
1051,204189,5844,11/6/2024,Wrong Product,1055.31,Approved
1052,219997,5532,12/27/2025,Damaged Product,1145.62,Approved
1053,210331,5049,11/20/2025,Late Delivery,1951.1,Approved
1054,218808,5667,1/17/2024,Poor Quality,899.94,Processed
1055,202084,5824,4/7/2025,Changed Mind,3637.72,Approved
1056,213708,5193,6/24/2025,Wrong Product,705.91,Approved
1057,208565,5070,10/17/2025,Not as Expected,5853.7,Approved
1058,200909,5534,12/8/2023,Changed Mind,215.22,Approved
1059,204565,5792,8/18/2024,Size Issue,940.74,Processed
1060,214323,5413,1/24/2025,Not as Expected,252.2,Approved
1061,210122,5841,6/22/2025,Late Delivery,497.68,Approved
1062,202032,5893,8/5/2025,Changed Mind,2037.62,Approved
1063,210161,5952,12/7/2025,Not as Expected,2017.82,Processed
1064,204519,5076,2/20/2025,Size Issue,1601.57,Approved
1065,205737,5306,1/27/2025,Late Delivery,4767.89,Processed
1066,206597,5498,5/17/2025,Changed Mind,6991.39,Approved
1067,213472,5505,11/25/2024,Size Issue,1782.27,Approved
1068,216900,5360,9/25/2024,Wrong Product,5822.91,Approved
1069,201041,5802,5/19/2025,Changed Mind,713.05,Processed
1070,200505,5035,4/13/2025,Not as Expected,510.61,Approved
1071,201950,5206,2/3/2024,Not as Expected,4458.16,Approved
1072,202122,5924,8/3/2024,Poor Quality,677.8,Approved
1073,207444,5885,4/17/2024,Wrong Product,5236.39,Processed
1074,219634,5829,4/1/2025,Late Delivery,499.27,Approved
1075,201944,5500,12/9/2025,Size Issue,2030.93,Processed
1076,202130,5004,5/20/2025,Not as Expected,7177.7,Processed
1077,201157,5333,2/21/2025,Not as Expected,1338.86,Approved
1078,211724,5853,1/1/2026,Not as Expected,186.36,Approved
1079,207307,5038,12/26/2025,Late Delivery,881.94,Approved
1080,214661,5085,7/29/2025,Not as Expected,1275.25,Approved
1081,217926,5234,11/26/2025,Size Issue,1134.31,Approved
1082,213443,5696,10/14/2023,Wrong Product,943.6,Approved
1083,217174,5188,11/18/2023,Not as Expected,4844.27,Processed
1084,203416,5266,5/2/2024,Damaged Product,2086.19,Approved
1085,210340,5480,9/20/2023,Not as Expected,569.21,Approved
1086,208366,5996,10/1/2025,Not as Expected,459.52,Approved
1087,206534,5063,12/13/2024,Damaged Product,863.56,Approved
1088,218469,5035,7/4/2025,Late Delivery,458.04,Processed
1089,218170,5267,1/17/2026,Poor Quality,918.85,Approved
1090,200849,5684,3/21/2025,Not as Expected,1357.98,Processed
1091,208417,5302,12/4/2025,Damaged Product,1159.12,Approved
1092,217678,5938,10/30/2024,Size Issue,3598.42,Processed
1093,213354,5869,11/12/2025,Damaged Product,3094.73,Processed
1094,200091,5733,9/28/2023,Late Delivery,24172.88,Approved
1095,207693,5619,10/19/2024,Changed Mind,3697.83,Approved
1096,214200,5223,12/25/2025,Not as Expected,1042.47,Approved
1097,215526,5469,12/7/2025,Late Delivery,7997.5,Approved
1098,211155,5217,8/7/2025,Changed Mind,2139.83,Approved
1099,210829,5469,9/10/2025,Changed Mind,2161.03,Approved
1100,213889,5976,12/5/2023,Wrong Product,1222.21,Approved
1101,214906,5118,9/29/2025,Changed Mind,492.4,Approved
1102,200370,5196,5/25/2024,Size Issue,2928.57,Processed
1103,202587,5266,10/8/2024,Late Delivery,9149.33,Approved
1104,207456,5103,1/12/2026,Not as Expected,5737.8,Approved
1105,202915,5988,9/7/2023,Damaged Product,406.22,Approved
1106,211250,5381,1/26/2026,Not as Expected,1694.52,Processed
1107,212695,5894,8/5/2025,Damaged Product,258.07,Approved
1108,218083,5092,1/21/2026,Poor Quality,1479.08,Approved
1109,206737,5439,1/27/2024,Not as Expected,6736.3,Approved
1110,215813,5750,6/29/2025,Damaged Product,933.86,Processed
1111,200085,5039,5/29/2025,Size Issue,1347.68,Approved
1112,215958,5693,10/19/2025,Poor Quality,431.78,Processed
1113,203602,5649,12/3/2025,Poor Quality,485.76,Processed
1114,214877,5358,7/6/2023,Size Issue,12296.34,Approved
1115,201072,5950,11/15/2025,Not as Expected,110.96,Approved
1116,215764,5803,10/10/2023,Changed Mind,439.89,Approved
1117,216510,5964,11/26/2025,Not as Expected,477.59,Approved
1118,203713,5885,5/1/2025,Not as Expected,1603.85,Processed
1119,204357,5989,1/3/2026,Changed Mind,6881.39,Rejected
1120,212436,5171,11/13/2024,Poor Quality,3742.3,Approved
1121,213306,5531,8/13/2025,Size Issue,1766.47,Approved
1122,203421,5988,10/26/2024,Not as Expected,804.21,Approved
1123,204030,5964,6/27/2025,Damaged Product,477.96,Approved
1124,218859,5566,1/25/2026,Changed Mind,14153.62,Approved
1125,208164,5153,10/10/2025,Wrong Product,1422.98,Approved
1126,213904,5495,1/12/2026,Not as Expected,1422.65,Approved
1127,202077,5539,10/13/2025,Damaged Product,492.17,Processed
1128,212758,5666,11/6/2025,Poor Quality,8139.43,Approved
1129,215546,5393,5/15/2025,Poor Quality,6149.74,Processed
1130,218632,5422,5/16/2025,Not as Expected,3270.34,Rejected
1131,206896,5969,11/8/2025,Not as Expected,778.62,Approved
1132,213739,5850,7/6/2025,Not as Expected,1161.3,Approved
1133,213546,5323,9/28/2025,Late Delivery,870.01,Processed
1134,210468,5495,2/15/2025,Not as Expected,1579.27,Approved
1135,217620,5659,11/6/2025,Not as Expected,354.66,Approved
1136,209483,5102,7/26/2025,Not as Expected,370.09,Approved
1137,208146,5847,4/1/2024,Poor Quality,569.53,Processed
1138,200884,5319,9/13/2024,Not as Expected,868.17,Approved
1139,204658,5239,1/28/2025,Not as Expected,202.11,Processed
1140,200986,5904,5/22/2023,Poor Quality,1064.58,Approved
1141,213142,5118,10/11/2024,Not as Expected,474.5,Processed
1142,206959,5153,4/1/2025,Size Issue,760.41,Approved
1143,204132,5717,10/10/2025,Size Issue,1013.25,Processed
1144,206311,5348,11/12/2025,Not as Expected,2242.34,Approved
1145,216283,5758,4/26/2025,Changed Mind,1414.19,Approved
1146,206332,5728,10/3/2025,Changed Mind,309.22,Processed
1147,210738,5837,12/22/2025,Late Delivery,8373.08,Approved
1148,203859,5043,12/25/2025,Size Issue,1026.89,Processed
1149,217358,5220,10/16/2025,Size Issue,8810.44,Approved
1150,207160,5507,12/16/2025,Wrong Product,3419.21,Rejected
1151,213567,5640,2/21/2023,Wrong Product,286.28,Approved
1152,210660,5242,10/26/2025,Changed Mind,791.82,Approved
1153,201244,5757,4/10/2025,Not as Expected,2985.95,Approved
1154,214778,5071,4/27/2024,Not as Expected,415.91,Approved
1155,215152,5878,1/1/2026,Not as Expected,498.2,Approved
1156,201449,5246,8/28/2024,Changed Mind,1771.07,Approved
1157,212068,5514,9/1/2025,Not as Expected,4101.41,Processed
1158,205619,5507,11/10/2024,Poor Quality,10075.86,Approved
1159,217720,5866,8/17/2024,Wrong Product,1668.62,Approved
1160,215018,5386,2/5/2025,Not as Expected,487.01,Approved
1161,211968,5819,9/14/2025,Not as Expected,1042.16,Approved
1162,207666,5231,5/17/2025,Size Issue,327.14,Approved
1163,215188,5125,9/2/2025,Not as Expected,3002.03,Processed
1164,216204,5865,9/24/2025,Size Issue,650.32,Approved
1165,204684,5909,9/18/2024,Late Delivery,650.36,Processed
1166,200758,5230,2/13/2024,Not as Expected,1826.77,Approved
1167,205175,5911,11/23/2024,Damaged Product,3203.31,Approved
1168,219965,5050,9/7/2024,Size Issue,971.1,Approved
1169,219466,5935,9/11/2025,Late Delivery,1480.29,Approved
1170,201826,5816,1/3/2025,Not as Expected,12764.21,Approved
1171,203392,5637,7/12/2025,Changed Mind,2949.38,Approved
1172,206256,5471,12/4/2024,Size Issue,922.69,Approved
1173,217084,5638,5/21/2024,Not as Expected,12751.84,Processed
1174,210179,5356,2/9/2025,Poor Quality,1325.84,Approved
1175,206895,5303,10/21/2024,Wrong Product,478.53,Approved
1176,214131,5532,1/11/2026,Not as Expected,1251.8,Processed
1177,203261,5781,2/13/2024,Not as Expected,1902.59,Approved
1178,208358,5842,12/21/2024,Changed Mind,178.22,Processed
1179,215854,5509,6/5/2023,Poor Quality,582.42,Approved
1180,219808,5296,6/20/2025,Changed Mind,161.62,Approved
1181,215706,5859,10/27/2023,Changed Mind,801.36,Processed
1182,217949,5389,2/14/2025,Poor Quality,1672.9,Approved
1183,205316,5403,12/23/2025,Late Delivery,11011.64,Approved
1184,212006,5814,10/2/2025,Not as Expected,1516.27,Processed
1185,216107,5201,9/21/2024,Not as Expected,1108.21,Approved
1186,208237,5024,11/3/2025,Late Delivery,7780.89,Approved
1187,215568,5482,4/15/2025,Late Delivery,362.99,Processed
1188,209943,5724,12/26/2025,Size Issue,465.54,Approved
1189,207185,5299,8/25/2025,Not as Expected,2668.69,Approved
1190,216940,5148,12/25/2025,Changed Mind,182.89,Processed
1191,205791,5417,4/20/2025,Poor Quality,4912.35,Processed
1192,209612,5154,7/11/2025,Changed Mind,2507.19,Approved
1193,211480,5123,7/21/2025,Wrong Product,302.15,Processed
1194,210221,5935,7/27/2024,Damaged Product,772.32,Approved
1195,214794,5511,10/20/2024,Not as Expected,399.57,Approved
1196,207568,5221,12/7/2024,Not as Expected,589.09,Approved
1197,214229,5686,11/5/2025,Not as Expected,2037.59,Approved
1198,219435,5106,1/4/2026,Poor Quality,11856.02,Approved
1199,210285,5656,12/27/2023,Changed Mind,2728.92,Processed
1200,206308,5693,11/9/2024,Late Delivery,410.68,Rejected
1201,212053,5937,11/11/2025,Not as Expected,2214.89,Approved
1202,218963,5167,3/26/2025,Not as Expected,3970.52,Approved
1203,208353,5333,10/30/2024,Not as Expected,731.97,Approved
1204,213240,5979,11/25/2024,Not as Expected,776.43,Approved
1205,202359,5744,5/16/2025,Damaged Product,7716.03,Approved
1206,204054,5034,1/27/2025,Wrong Product,663.12,Approved
1207,201833,5566,8/11/2025,Poor Quality,7174.08,Approved
1208,209399,5729,12/30/2025,Poor Quality,2965.67,Approved
1209,219743,5622,9/18/2023,Wrong Product,843.52,Approved
1210,217220,5878,6/9/2025,Late Delivery,495.99,Approved
1211,215445,5184,4/11/2025,Size Issue,7259.73,Processed
1212,209127,5358,8/28/2024,Not as Expected,5898.42,Processed
1213,212261,5106,1/17/2025,Poor Quality,17790.14,Approved
1214,213014,5176,11/30/2024,Poor Quality,934.01,Approved
1215,204775,5689,12/3/2023,Not as Expected,335.55,Rejected
1216,202004,5782,12/19/2025,Wrong Product,5620.59,Rejected
1217,217719,5083,8/29/2025,Changed Mind,691.32,Approved
1218,201864,5882,7/4/2024,Changed Mind,4752.18,Approved
1219,201774,5316,4/28/2024,Poor Quality,807.87,Approved
1220,206356,5763,9/25/2025,Not as Expected,3359.15,Approved
1221,218487,5049,10/2/2025,Poor Quality,1791.16,Approved
1222,213902,5387,6/12/2024,Poor Quality,644.03,Approved
1223,211364,5508,9/10/2025,Poor Quality,4516.75,Approved
1224,214206,5932,12/3/2025,Not as Expected,458.85,Processed
1225,219551,5757,1/15/2024,Poor Quality,2659.7,Approved
1226,211527,5213,8/10/2025,Late Delivery,8905.87,Processed
1227,213180,5648,4/17/2025,Poor Quality,262.77,Approved
1228,205838,5820,8/8/2025,Changed Mind,2325.7,Approved
1229,206019,5283,2/10/2025,Poor Quality,3053.55,Approved
1230,208266,5647,12/17/2025,Not as Expected,2076.15,Approved
1231,214035,5599,10/4/2025,Late Delivery,23197.6,Approved
1232,201682,5588,6/27/2025,Poor Quality,2430.66,Approved
1233,202816,5722,12/25/2023,Size Issue,295.5,Processed
1234,207876,5885,5/24/2024,Not as Expected,1630.67,Processed
1235,218141,5518,11/22/2025,Poor Quality,3387.86,Approved
1236,207344,5889,7/25/2024,Not as Expected,2121.19,Approved
1237,209564,5489,9/9/2024,Size Issue,319.08,Approved
1238,212467,5907,8/1/2025,Not as Expected,599.7,Approved
1239,202598,5518,2/18/2025,Late Delivery,1047.88,Approved
1240,205836,5973,8/19/2025,Changed Mind,2854.31,Approved
1241,216727,5124,5/19/2024,Poor Quality,1536.11,Approved
1242,216225,5974,1/9/2026,Not as Expected,2926.42,Approved
1243,210435,5857,6/18/2023,Not as Expected,7135.68,Processed
1244,216564,5333,12/17/2025,Late Delivery,1404.86,Approved
1245,209849,5883,11/14/2025,Wrong Product,16421.52,Approved
1246,205150,5390,8/7/2025,Late Delivery,1377.07,Processed
1247,206055,5635,7/13/2025,Not as Expected,1043.72,Approved
1248,200714,5475,4/14/2025,Size Issue,1989.65,Approved
1249,216718,5035,11/15/2025,Changed Mind,977.9,Approved
1250,215382,5145,8/6/2024,Size Issue,7193.03,Approved
1251,204060,5203,6/6/2025,Late Delivery,33094.58,Approved
1252,205873,5589,7/1/2025,Size Issue,967.17,Approved
1253,202467,5916,11/7/2025,Size Issue,6987.71,Approved
1254,216052,5831,6/10/2025,Wrong Product,323.58,Approved
1255,211585,5213,10/22/2025,Not as Expected,2995.32,Approved
1256,212928,5059,8/1/2025,Size Issue,1285.65,Approved
1257,218583,5313,9/6/2024,Wrong Product,363.89,Approved
1258,208684,5155,12/6/2023,Late Delivery,1044.33,Approved
1259,211567,5945,5/1/2025,Size Issue,3228.51,Approved
1260,205418,5542,5/11/2023,Late Delivery,1029.97,Rejected
1261,212000,5855,12/25/2025,Changed Mind,209.45,Approved
1262,203385,5429,8/4/2025,Not as Expected,522.94,Processed
1263,206110,5033,4/15/2025,Changed Mind,1390.07,Processed
1264,217451,5107,1/5/2026,Wrong Product,2326.51,Processed
1265,213488,5333,8/30/2025,Changed Mind,1389.23,Approved
1266,214875,5061,1/4/2026,Late Delivery,789.71,Approved
1267,217034,5418,5/25/2023,Poor Quality,2341.49,Rejected
1268,200035,5732,4/6/2025,Changed Mind,1012.71,Approved
1269,207661,5859,7/25/2025,Changed Mind,4098.97,Approved
1270,200046,5104,5/29/2025,Late Delivery,2488.32,Processed
1271,216950,5648,10/24/2025,Not as Expected,278.68,Approved
1272,211518,5974,2/13/2025,Not as Expected,5890.93,Approved
1273,207516,5688,10/4/2025,Damaged Product,4900.3,Approved
1274,219018,5702,9/2/2025,Damaged Product,1506.81,Processed
1275,209073,5318,4/16/2025,Changed Mind,919.86,Approved
1276,205999,5029,4/11/2025,Poor Quality,1737.98,Approved
1277,205813,5513,1/8/2026,Late Delivery,1805.98,Rejected
1278,219878,5857,1/15/2026,Size Issue,7245.64,Approved
1279,209936,5633,12/23/2024,Size Issue,1758.86,Processed
1280,217066,5165,4/23/2024,Changed Mind,3005.24,Approved
1281,207713,5579,11/1/2025,Late Delivery,537.45,Approved
1282,203724,5052,6/6/2025,Size Issue,7022.73,Approved
1283,202618,5611,8/6/2025,Changed Mind,138.3,Approved
1284,206848,5765,3/15/2024,Not as Expected,6142.31,Approved
1285,210742,5635,11/6/2024,Changed Mind,1052.26,Approved
1286,213927,5564,3/19/2025,Poor Quality,863.06,Approved
1287,216551,5182,1/16/2026,Not as Expected,890.08,Approved
1288,207514,5004,8/9/2025,Not as Expected,22214.71,Approved
1289,200438,5660,4/30/2024,Late Delivery,7503.08,Approved
1290,206596,5166,6/14/2025,Damaged Product,499.21,Approved
1291,207322,5578,8/6/2025,Size Issue,1878.48,Approved
1292,201990,5533,11/2/2024,Changed Mind,151.49,Approved
1293,212587,5114,3/30/2025,Changed Mind,341.41,Approved
1294,209139,5931,11/9/2024,Changed Mind,1932.98,Approved
1295,207741,5167,11/15/2025,Changed Mind,2203.22,Rejected
1296,216660,5361,7/23/2025,Size Issue,4748.53,Approved
1297,213008,5129,12/2/2025,Changed Mind,4191.46,Approved
1298,214869,5556,10/25/2024,Damaged Product,2085.85,Approved
1299,218663,5624,10/31/2024,Changed Mind,4118.29,Approved
1300,205863,5714,3/4/2025,Not as Expected,2157.81,Approved
1301,202505,5875,9/25/2025,Not as Expected,1295.24,Approved
1302,211436,5924,1/22/2025,Changed Mind,1384.67,Approved
1303,204023,5594,9/25/2025,Poor Quality,111.39,Rejected
1304,200989,5678,2/26/2025,Not as Expected,1120.01,Approved
1305,217037,5722,12/4/2024,Wrong Product,899.16,Processed
1306,204863,5116,9/9/2025,Damaged Product,937.81,Approved
1307,200368,5462,7/31/2024,Size Issue,1712.8,Processed
1308,218130,5921,4/5/2025,Late Delivery,5864.51,Approved
1309,204662,5320,2/16/2024,Damaged Product,3295.7,Approved
1310,212494,5441,8/22/2024,Not as Expected,686.17,Approved
1311,209775,5974,11/27/2023,Late Delivery,2951.93,Processed
1312,211346,5118,1/1/2025,Not as Expected,454.49,Approved
1313,212321,5678,8/14/2025,Not as Expected,1207.78,Processed
1314,216431,5306,6/26/2024,Size Issue,4628.17,Approved
1315,204638,5552,4/27/2025,Size Issue,619.8,Approved
1316,204980,5079,8/3/2023,Damaged Product,1945.94,Approved
1317,200555,5559,1/12/2025,Not as Expected,1032.25,Processed
1318,207795,5960,12/26/2023,Damaged Product,1319.6,Approved
1319,201727,5898,2/21/2025,Not as Expected,13448.82,Approved
1320,204891,5415,1/21/2025,Poor Quality,672.48,Processed
1321,218185,5165,5/13/2024,Not as Expected,947.41,Approved
1322,210558,5514,9/10/2024,Size Issue,3640.49,Approved
1323,206132,5454,11/16/2025,Wrong Product,2305.06,Approved
1324,200936,5630,12/23/2024,Poor Quality,384.71,Approved
1325,212153,5051,9/28/2025,Changed Mind,9507.83,Approved
1326,209465,5127,12/4/2023,Wrong Product,8113.36,Processed
1327,201715,5922,6/13/2025,Size Issue,1567,Approved
1328,207028,5722,12/27/2025,Not as Expected,610.9,Approved
1329,211094,5010,12/8/2025,Wrong Product,761.96,Approved
1330,205731,5724,9/28/2025,Changed Mind,1315.94,Approved
1331,210482,5550,7/25/2025,Not as Expected,2690.89,Approved
1332,205369,5422,4/19/2024,Late Delivery,4596.41,Approved
1333,209673,5989,12/25/2025,Wrong Product,4011.32,Approved
1334,216259,5398,6/18/2025,Changed Mind,1142.03,Approved
1335,211004,5814,10/14/2024,Not as Expected,777.97,Approved
1336,208098,5306,3/16/2024,Wrong Product,9674.6,Rejected
1337,207898,5786,5/8/2025,Size Issue,367.69,Approved
1338,216596,5855,1/26/2026,Wrong Product,608.62,Approved
1339,207548,5850,10/20/2025,Not as Expected,541.99,Processed
1340,209166,5743,9/9/2025,Not as Expected,490.49,Approved
1341,211481,5144,10/8/2024,Poor Quality,2434.45,Rejected
1342,216116,5743,11/7/2025,Late Delivery,1048.45,Approved
1343,206661,5846,1/8/2026,Wrong Product,7853.3,Approved
1344,217281,5879,4/1/2025,Not as Expected,1775.22,Approved
1345,210721,5671,10/6/2025,Late Delivery,1720.32,Approved
1346,209461,5416,3/10/2024,Size Issue,453.27,Processed
1347,215518,5231,10/20/2025,Late Delivery,337.57,Approved
1348,208172,5959,12/7/2025,Changed Mind,963.96,Approved
1349,204633,5704,6/2/2025,Damaged Product,14063.71,Approved
1350,219207,5820,6/6/2023,Not as Expected,2306.31,Approved
1351,203111,5354,6/26/2025,Wrong Product,3642.32,Approved
1352,201983,5267,12/4/2025,Wrong Product,859.22,Approved
1353,219373,5673,5/21/2025,Wrong Product,3677.16,Approved
1354,200024,5769,7/20/2025,Size Issue,1020.93,Approved
1355,212305,5603,1/5/2026,Late Delivery,1715.24,Approved
1356,218112,5116,12/30/2023,Not as Expected,298.2,Approved
1357,214939,5787,2/21/2024,Wrong Product,740.18,Approved
1358,206831,5295,3/15/2025,Changed Mind,1744.07,Approved
1359,211696,5467,1/4/2026,Wrong Product,2717.15,Processed
1360,203308,5988,1/16/2026,Poor Quality,386.4,Processed
1361,201381,5116,12/4/2025,Poor Quality,301.36,Approved
1362,206976,5866,6/16/2025,Wrong Product,1841.04,Approved
1363,218134,5453,7/21/2025,Not as Expected,803.22,Approved
1364,201219,5107,11/21/2025,Damaged Product,3607.87,Approved
1365,200518,5364,8/22/2025,Damaged Product,1038.16,Approved
1366,216715,5589,1/16/2026,Size Issue,893.73,Rejected
1367,204634,5796,9/3/2025,Damaged Product,1850.07,Approved
1368,213531,5995,4/2/2025,Changed Mind,6952.16,Approved
1369,209920,5227,11/24/2024,Size Issue,6056.78,Approved
1370,204894,5097,10/25/2024,Damaged Product,752.7,Processed
1371,206773,5119,12/25/2025,Size Issue,4765.54,Approved
1372,215995,5683,12/11/2025,Wrong Product,762.35,Approved
1373,213710,5118,10/8/2025,Not as Expected,480.95,Approved
1374,212331,5227,1/8/2026,Damaged Product,3118.24,Approved
1375,209076,5894,12/28/2023,Not as Expected,259.42,Approved
1376,214336,5369,8/20/2025,Changed Mind,451.06,Processed
1377,207170,5742,4/22/2024,Late Delivery,2601.83,Approved
1378,205057,5959,12/9/2025,Not as Expected,3740.8,Rejected
1379,213508,5991,5/6/2025,Changed Mind,1861.65,Processed
1380,216852,5311,1/13/2026,Changed Mind,573.42,Approved
1381,215619,5722,1/20/2026,Late Delivery,596.95,Approved
1382,213441,5185,4/8/2025,Size Issue,6076.09,Approved
1383,212046,5656,10/20/2025,Wrong Product,5774.81,Approved
1384,207653,5239,11/26/2025,Late Delivery,362.85,Approved
1385,210006,5217,11/13/2024,Damaged Product,2171.94,Approved
1386,210126,5290,12/20/2023,Wrong Product,1056.19,Approved
1387,211483,5952,11/26/2024,Damaged Product,2049.94,Processed
1388,219990,5904,6/14/2025,Not as Expected,524.21,Approved
1389,201478,5883,2/3/2024,Not as Expected,7277.4,Approved
1390,217195,5195,3/18/2025,Changed Mind,3696.46,Approved
1391,205229,5381,1/12/2026,Wrong Product,1795.43,Rejected
1392,205486,5454,12/17/2025,Changed Mind,2278.19,Approved
1393,201603,5458,6/22/2025,Changed Mind,4992.02,Approved
1394,202118,5036,10/9/2025,Late Delivery,4895.95,Approved
1395,210252,5964,4/9/2025,Wrong Product,473.64,Approved
1396,214739,5078,11/6/2025,Late Delivery,1109.4,Processed
1397,210317,5293,1/16/2025,Not as Expected,6677.01,Approved
1398,205694,5761,12/27/2024,Changed Mind,4692.54,Processed
1399,202377,5229,11/7/2024,Damaged Product,2807.31,Approved
1400,217848,5994,1/8/2026,Changed Mind,8580.8,Approved
1401,210725,5105,1/6/2026,Late Delivery,6909.24,Rejected
1402,201819,5567,6/22/2025,Wrong Product,305.37,Approved
1403,205342,5004,1/23/2026,Not as Expected,7629.2,Approved
1404,208334,5780,11/15/2025,Not as Expected,931.69,Approved
1405,207745,5383,12/3/2025,Wrong Product,21772.83,Processed
1406,202284,5390,3/30/2025,Not as Expected,458.96,Approved
1407,213961,5990,7/7/2025,Late Delivery,1252.26,Approved
1408,206864,5324,3/16/2025,Changed Mind,2721.15,Processed
1409,215237,5679,9/2/2025,Damaged Product,1634.67,Processed
1410,217420,5030,6/3/2024,Not as Expected,828.92,Approved
1411,204874,5587,8/12/2024,Poor Quality,728.18,Approved
1412,213759,5155,9/30/2025,Wrong Product,936.4,Approved
1413,219223,5223,12/4/2025,Changed Mind,967.86,Processed
1414,203669,5042,12/12/2025,Damaged Product,4475.08,Approved
1415,219680,5727,6/10/2024,Not as Expected,619.84,Approved
1416,219921,5096,5/25/2025,Damaged Product,405.15,Approved
1417,210800,5397,12/5/2025,Size Issue,1208.42,Rejected
1418,206750,5336,8/21/2024,Wrong Product,529.15,Processed
1419,205979,5479,2/11/2024,Not as Expected,623.29,Approved
1420,206656,5419,3/19/2025,Not as Expected,84.67,Approved
1421,214423,5402,12/14/2025,Size Issue,2313.97,Approved
1422,203993,5549,4/1/2025,Not as Expected,176.43,Approved
1423,204364,5662,6/6/2025,Changed Mind,2155.29,Processed
1424,207165,5084,4/17/2024,Not as Expected,856.65,Approved
1425,215178,5125,10/28/2024,Late Delivery,1598.07,Approved
1426,208252,5634,10/2/2024,Changed Mind,4329.76,Processed
1427,207575,5371,9/24/2025,Poor Quality,257.65,Processed
1428,205160,5390,10/11/2025,Poor Quality,435.1,Approved
1429,208057,5027,6/21/2025,Poor Quality,2432.44,Approved
1430,203940,5344,1/15/2025,Not as Expected,3795.94,Rejected
1431,210257,5118,1/12/2026,Not as Expected,446.37,Approved
1432,215550,5905,1/14/2025,Size Issue,108.15,Approved
1433,209141,5879,6/7/2025,Poor Quality,898.76,Approved
1434,212026,5418,11/16/2025,Not as Expected,2539.66,Approved
1435,205761,5919,6/10/2023,Wrong Product,2233.03,Approved
1436,206370,5396,11/12/2025,Late Delivery,2982.22,Processed
1437,214982,5113,2/26/2025,Size Issue,1869.63,Approved
1438,209284,5165,12/1/2025,Not as Expected,1978.9,Approved
1439,219227,5482,11/10/2025,Not as Expected,383.1,Processed
1440,213990,5790,9/9/2025,Not as Expected,140.83,Approved
1441,217145,5727,1/25/2024,Not as Expected,614.17,Approved
1442,201140,5453,3/3/2025,Late Delivery,1793.31,Approved
1443,205565,5084,12/20/2025,Not as Expected,1770.49,Approved
1444,215597,5112,10/18/2025,Not as Expected,2871.78,Processed
1445,207066,5357,6/24/2024,Size Issue,914.48,Approved
